wavelength,counts
848.62,908.13
848.93,896.43
849.25,938.55
849.56,954.94
849.88,957.28
850.19,922.17
850.51,943.24
850.82,952.60
851.14,891.74
851.45,891.74
851.77,915.15
852.08,929.19
852.40,943.24
852.71,947.92
853.03,896.43
853.34,912.81
853.66,912.81
853.97,976.00
854.28,924.51
854.60,929.19
854.91,891.74
855.23,887.06
855.54,912.81
855.86,908.13
856.17,917.49
856.48,954.94
856.80,947.92
857.11,908.13
857.42,917.49
857.74,938.55
858.05,950.26
858.37,858.98
858.68,912.81
858.99,910.47
859.31,905.79
859.62,924.51
859.93,987.71
860.25,847.27
860.56,1006.43
860.87,985.37
861.19,994.73
861.50,915.15
861.81,915.15
862.13,894.08
862.44,959.62
862.75,938.55
863.07,957.28
863.38,929.19
863.69,964.30
864.00,973.66
864.32,868.34
864.63,931.53
864.94,950.26
865.25,957.28
865.57,910.47
865.88,898.77
866.19,898.77
866.50,950.26
866.82,905.79
867.13,919.83
867.44,903.45
867.75,917.49
868.07,915.15
868.38,968.98
868.69,985.37
869.00,891.74
869.31,929.19
869.63,947.92
869.94,933.87
870.25,978.34
870.56,868.34
870.87,952.60
871.18,917.49
871.50,842.59
871.81,919.83
872.12,898.77
872.43,901.11
872.74,933.87
873.05,945.58
873.36,952.60
873.68,926.85
873.99,903.45
874.30,938.55
874.61,873.02
874.92,873.02
875.23,933.87
875.54,945.58
875.85,880.04
876.16,889.40
876.47,957.28
876.79,908.13
877.10,922.17
877.41,924.51
877.72,905.79
878.03,905.79
878.34,894.08
878.65,973.66
878.96,945.58
879.27,999.41
879.58,1001.75
879.89,938.55
880.20,882.38
880.51,882.38
880.82,898.77
881.13,903.45
881.44,912.81
881.75,959.62
882.06,912.81
882.37,959.62
882.68,973.66
882.99,929.19
883.30,910.47
883.61,959.62
883.92,917.49
884.23,910.47
884.54,919.83
884.85,943.24
885.16,896.43
885.47,901.11
885.78,964.30
886.09,924.51
886.40,894.08
886.70,950.26
887.01,987.71
887.32,936.21
887.63,933.87
887.94,896.43
888.25,863.66
888.56,915.15
888.87,947.92
889.18,990.05
889.48,926.85
889.79,945.58
890.10,968.98
890.41,964.30
890.72,891.74
891.03,976.00
891.34,922.17
891.64,943.24
891.95,931.53
892.26,945.58
892.57,950.26
892.88,936.21
893.19,908.13
893.49,924.51
893.80,877.70
894.11,968.98
894.42,873.02
894.73,954.94
895.03,938.55
895.34,926.85
895.65,898.77
895.96,966.64
896.26,924.51
896.57,922.17
896.88,1006.43
897.19,936.21
897.49,957.28
897.80,976.00
898.11,926.85
898.42,938.55
898.72,884.72
899.03,863.66
899.34,945.58
899.64,922.17
899.95,987.71
900.26,943.24
900.57,931.53
900.87,943.24
901.18,966.64
901.49,933.87
901.79,1001.75
902.10,950.26
902.41,889.40
902.71,933.87
903.02,968.98
903.33,870.68
903.63,887.06
903.94,964.30
904.24,908.13
904.55,954.94
904.86,889.40
905.16,919.83
905.47,940.90
905.78,912.81
906.08,905.79
906.39,837.91
906.69,868.34
907.00,896.43
907.31,978.34
907.61,898.77
907.92,889.40
908.22,931.53
908.53,933.87
908.83,938.55
909.14,950.26
909.44,971.32
909.75,889.40
910.06,903.45
910.36,959.62
910.67,940.90
910.97,936.21
911.28,929.19
911.58,917.49
911.89,968.98
912.19,959.62
912.50,971.32
912.80,945.58
913.11,940.90
913.41,896.43
913.72,903.45
914.02,877.70
914.32,957.28
914.63,947.92
914.93,947.92
915.24,950.26
915.54,1004.09
915.85,931.53
916.15,933.87
916.46,950.26
916.76,919.83
917.06,898.77
917.37,924.51
917.67,915.15
917.98,964.30
918.28,887.06
918.58,926.85
918.89,926.85
919.19,943.24
919.50,924.51
919.80,866.00
920.10,966.64
920.41,896.43
920.71,880.04
921.01,954.94
921.32,973.66
921.62,929.19
921.92,936.21
922.23,891.74
922.53,863.66
922.83,884.72
923.14,905.79
923.44,901.11
923.74,929.19
