wavelength,counts
542.72,780.80
543.07,792.97
543.43,784.78
543.78,788.29
544.14,763.48
544.49,785.02
544.84,781.97
545.20,764.42
545.55,770.50
545.91,771.67
546.26,781.04
546.62,782.44
546.97,772.61
547.33,793.91
547.68,776.59
548.04,759.97
548.39,755.06
548.74,762.31
549.10,763.48
549.45,770.27
549.81,771.44
550.16,753.65
550.51,770.74
550.87,749.44
551.22,744.29
551.58,766.76
551.93,749.44
552.28,743.12
552.64,772.14
552.99,762.55
553.35,763.95
553.70,749.21
554.05,751.78
554.41,757.40
554.76,762.08
555.11,775.89
555.47,766.06
555.82,777.99
556.17,771.91
556.53,793.44
556.88,792.74
557.23,805.38
557.59,810.06
557.94,805.14
558.29,816.38
558.65,821.76
559.00,806.08
559.35,850.55
559.71,856.87
560.06,861.08
560.41,895.72
560.77,902.28
561.12,938.32
561.47,946.98
561.82,1005.03
562.18,1059.33
562.53,1146.86
562.88,1195.78
563.24,1305.08
563.59,1410.87
563.94,1500.52
564.29,1634.86
564.65,1778.57
565.00,1905.43
565.35,2036.73
565.70,2136.91
566.06,2177.40
566.41,2196.12
566.76,2215.32
567.11,2270.09
567.46,2403.73
567.82,2504.84
568.17,2651.59
568.52,2875.58
568.87,3149.89
569.23,3492.08
569.58,3853.69
569.93,4318.05
570.28,4808.16
570.63,5276.27
570.98,5754.91
571.34,6192.12
571.69,6498.26
572.04,6823.60
572.39,7259.41
572.74,7717.68
573.09,8266.54
573.45,8885.14
573.80,9459.51
574.15,9897.89
574.50,10209.65
574.85,10338.38
575.20,10528.43
575.55,10718.72
575.91,10863.13
576.26,10834.57
576.61,10812.34
576.96,10985.54
577.31,10937.79
577.66,10797.83
578.01,10570.33
578.36,10154.88
578.71,9677.41
579.07,9339.91
579.42,9065.83
579.77,9016.45
580.12,9019.02
580.47,9149.39
580.82,9360.50
581.17,9743.65
581.52,9975.83
581.87,10309.59
582.22,10706.31
582.57,11014.33
582.92,11807.07
583.27,12425.44
583.62,12828.71
583.97,12764.58
584.32,11967.16
584.67,11125.97
585.02,10267.23
585.37,9662.90
585.72,9488.53
586.07,9570.68
586.42,9935.11
586.77,10214.33
587.12,10344.00
587.47,10280.80
587.82,9998.77
588.17,9338.97
588.52,8493.80
588.87,7514.99
589.22,6488.90
589.57,5578.67
589.92,4748.71
590.27,4043.04
590.62,3516.42
590.97,3149.42
591.32,2824.32
591.67,2612.74
592.02,2415.67
592.37,2259.55
592.72,2138.08
593.07,2065.99
593.42,1953.18
593.77,1915.96
594.12,1836.85
594.47,1795.89
594.81,1741.59
595.16,1725.44
595.51,1678.87
595.86,1629.48
596.21,1581.73
596.56,1552.48
596.91,1520.18
597.26,1482.03
597.61,1453.47
597.95,1422.11
598.30,1388.41
598.65,1343.23
599.00,1343.23
599.35,1288.23
599.70,1263.19
600.05,1254.76
600.39,1219.65
600.74,1192.03
601.09,1176.35
601.44,1116.90
601.79,1108.24
602.14,1096.78
602.48,1093.26
602.83,1076.18
603.18,1047.39
603.53,1030.54
603.88,1000.34
604.22,1024.92
604.57,977.88
604.92,965.00
605.27,964.30
605.62,946.51
605.96,948.39
606.31,924.51
606.66,924.75
607.01,935.04
607.35,896.43
607.70,894.79
608.05,906.96
608.40,867.64
608.74,865.30
609.09,868.57
609.44,841.89
609.79,847.04
610.13,846.81
610.48,833.00
610.83,837.91
611.18,831.12
611.52,822.70
611.87,832.76
612.22,805.38
612.56,778.93
612.91,792.74
613.26,811.00
613.61,777.76
613.95,783.85
614.30,784.55
614.65,782.21
614.99,760.67
615.34,774.48
615.69,776.82
616.03,778.46
616.38,761.84
616.73,769.10
617.07,741.95
617.42,764.65
617.76,751.78
618.11,748.97
618.46,772.61
618.80,756.23
619.15,753.42
619.50,738.67
619.84,741.01
620.19,749.91
620.53,759.97
620.88,751.55
621.23,748.97
621.57,771.21
621.92,762.55
622.26,740.08
622.61,744.29
622.96,750.38
623.30,748.27
623.65,742.89
623.99,761.38
624.34,737.27
624.68,748.97
625.03,764.42
625.38,754.35
625.72,749.44
626.07,731.89
626.41,729.78
626.76,737.27
627.10,735.86
627.45,736.57
627.79,734.23
628.14,734.46
628.48,719.25
628.83,743.82
629.17,740.78
629.52,731.42
629.86,717.84
630.21,711.99
630.55,727.67
630.90,740.78
631.24,728.37
631.59,724.16
631.93,719.48
632.28,720.42
632.62,721.59
632.97,728.84
633.31,748.50
633.65,727.20
634.00,730.95
634.34,740.08
634.69,735.16
635.03,719.71
635.38,719.95
635.72,714.33
636.07,725.33
636.41,734.23
636.75,744.76
637.10,720.89
637.44,730.95
637.79,705.91
638.13,731.42
638.47,711.76
638.82,737.74
639.16,731.89
639.51,724.86
639.85,712.46
640.19,728.37
640.54,719.48
640.88,726.03
641.22,722.52
641.57,730.01
641.91,718.31
642.25,738.67
642.60,732.12
642.94,724.40
643.28,743.35
643.63,726.97
